Timestamp,Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,Subscriptions,Clips Created,All Clip Views
9:40 AM,19.75,28,,,,,,,
9:45 AM,44.4,49,1,2,2,,,,
9:50 AM,84.6,56,,3,4,,,,
9:55 AM,122,60,,3,6,,,,
10:00 AM,164.4,46,1,,,,,,
10:05 AM,182.6,24,2,,,,,,
10:10 AM,193.8,21,1,,,,,1,
10:15 AM,195.8,22,,,,,,,
10:20 AM,202.2,25,,,,,,,
10:25 AM,211.6,18,,1,1,,,,
10:30 AM,210.6,18,,,,,,,
10:35 AM,207.6,8,,,,,,,
10:40 AM,213.8,12,,,,,,,
10:45 AM,215.6,7,,,,,,,
10:50 AM,211.6,8,,,,,,,
10:55 AM,210.2,7,1,,,,,,
11:00 AM,204,9,,,,,,,
11:05 AM,208.4,6,,,,,,,
11:10 AM,207.8,5,,,,,,,
11:15 AM,201,8,,,,,,,
11:20 AM,200.8,13,,,,,,,
11:25 AM,199,4,,,,,,,
11:30 AM,199.4,11,,,,,,,
11:35 AM,201.6,8,,,,,,,
11:40 AM,199.8,2,,,,,,,
11:45 AM,198.2,8,,,,,,,
11:50 AM,195.6,6,,,,,,,
11:55 AM,198.2,6,,,,,,,
12:00 PM,192,,,,,,,,
12:05 PM,190.2,11,1,,,,,,
12:10 PM,189.4,12,,,,,,,
12:15 PM,191,5,1,,,,,,
12:20 PM,183.4,4,1,,,,,,
12:25 PM,186.2,9,,,,,,,
12:30 PM,187.8,9,,,,,,,
12:35 PM,189.2,3,,,,,,,
12:40 PM,190.2,6,,,,,,,
12:45 PM,191,9,,,,,,,
12:50 PM,186.2,8,,,,,,,
12:55 PM,181,6,,,,,,,
1:00 PM,179.6,4,,,,,,,
1:05 PM,183.2,13,,,,,,,
1:10 PM,182.2,5,,,,,,,
1:15 PM,178.8,3,,1,1,,,,
1:20 PM,175,3,,,,,,,
1:25 PM,172,5,,1,1,,,,
1:30 PM,157,3,,2,2,,,,
