Timestamp,Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,Subscriptions,Clips Created,All Clip Views
9:35 AM,14.666666666666666,5,,,,,,,
9:40 AM,19.2,8,,,,,,,
9:45 AM,26.6,19,,,,,,,
9:50 AM,45,23,,,,,,,
9:55 AM,60.6,19,,,,,,,
10:00 AM,74.8,17,,,,,,,
10:05 AM,85.4,14,,,,,,,
10:10 AM,89.8,11,,,,,,,
10:15 AM,92.8,5,,,,,,,
10:20 AM,93.6,8,,,,,,,
10:25 AM,94.6,2,,,,,,,
10:30 AM,94.6,4,1,2,2,,,,
10:35 AM,93.4,5,,,,,,,
10:40 AM,93.4,1,,,,,,,
10:45 AM,93.4,2,,,,,,,
10:50 AM,92.6,2,,,,,,,
10:55 AM,89.2,1,,,,,,,
11:00 AM,89.2,2,,,,,,,
11:05 AM,89,3,,,,,,,
11:10 AM,89.6,1,,,,,,,
11:15 AM,90.2,8,,,,,,1,
11:20 AM,92,3,,,,,,,
11:25 AM,92.6,2,,,,,,,
11:30 AM,94,5,,,,,,,
11:35 AM,96.2,6,1,,,,,,
11:40 AM,95.6,1,,,,,,,
11:45 AM,93.8,1,,,,,,,
11:50 AM,95.6,1,,,,,,,
11:55 AM,95.4,2,,,,,,,
12:00 PM,97,2,,,,,,,
12:05 PM,96,1,,,,,,,
12:10 PM,92.8,2,,,,,,,
12:15 PM,89.8,2,,,,,,,
12:20 PM,90.4,1,,,,,,,
12:25 PM,90.6,7,,,,,,,
12:30 PM,91.6,3,,,,,,1,
12:35 PM,89.4,6,,,,,,,
12:40 PM,90.6,2,,,,,,,
12:45 PM,89,2,,,,,,,
12:50 PM,91.6,3,,,,,,,
12:55 PM,89.8,2,,1,1,,,,
1:00 PM,87.4,6,,,,,,,
1:05 PM,87.2,5,,,,,,,
1:10 PM,85,2,,,,,,,
1:15 PM,83,,,,,,,,
1:20 PM,85.2,4,,,,,,,
1:25 PM,80,2,,,,,,,
1:30 PM,76.4,1,,,,,,,
1:35 PM,40,2,,,,,,,
1:40 PM,30.5,1,,,,,,,
