Timestamp,Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,Subscriptions,Clips Created,All Clip Views
9:35 AM,18,22,,,,,,,
9:40 AM,38,21,2,,,,,,
9:45 AM,56.2,32,,,,,,,
9:50 AM,81.8,31,,,,,,,
9:55 AM,99.8,31,,,,,,,
10:00 AM,123.6,33,,3,3,,,,
10:05 AM,135,21,,3,6,,,,
10:10 AM,141.8,20,3,2,2,,,2,
10:15 AM,144.2,10,,,,,,,
10:20 AM,146.2,11,,1,1,,,,
10:25 AM,148.2,7,,,,,,,
10:30 AM,149.2,8,1,,,,,,
10:35 AM,155.2,9,,,,,,,
10:40 AM,157,3,,,,,,,
10:45 AM,156.4,3,,,,,,,
10:50 AM,157,2,,,,,,,
10:55 AM,152.2,3,,,,,,,
11:00 AM,149,6,1,,,,,,
11:05 AM,140,3,,,,,,,
11:10 AM,139.2,4,,,,,,,
11:15 AM,138.8,1,,,,,,1,
11:20 AM,133.8,6,,,,,,,
11:25 AM,131.4,2,,,,,,,
11:30 AM,133.2,1,,,,,,,
11:35 AM,131.8,2,,,,,,,
11:40 AM,133.6,5,,,,,,,
11:45 AM,136,4,,,,,,,
11:50 AM,135.6,2,,,,,,,
11:55 AM,133.8,3,,,,,,,
12:00 PM,134.2,5,,,,,,,
12:05 PM,128.6,3,,,,,,,
12:10 PM,131.8,11,,1,1,,,,
12:15 PM,137.6,9,,,,,,,
12:20 PM,139,4,1,,,,,,
12:25 PM,138.4,4,,,,,,,
12:30 PM,135.2,1,,1,1,,,,
12:35 PM,134,5,,2,2,,,,
12:40 PM,134.6,7,,2,3,,,,
12:45 PM,132.4,4,,1,1,,,,
12:50 PM,129.2,2,,2,3,,,,
12:55 PM,128,6,,1,1,,,,
1:00 PM,126.6,5,,1,1,,,1,
1:05 PM,120.4,5,,1,4,,,,
1:10 PM,123,3,,1,1,,,,
1:15 PM,119.4,4,,,,,,,
1:20 PM,118.6,3,,,,,,,
1:25 PM,118.2,3,,,,,,,
1:30 PM,115.2,4,,,,,,,
1:35 PM,64,,1,,,,,,
1:40 PM,43,,,,,,,,
