Timestamp,Viewers,Live Views,New Followers,Chatters,Chat Messages,Ad Breaks,Subscriptions,Clips Created,All Clip Views
9:40 AM,13,19,,,,,,,
9:45 AM,27.6,26,,2,2,,,,
9:50 AM,60.2,47,,2,2,,,,
9:55 AM,93,43,,,,,,2,
10:00 AM,130.6,32,,,,,,,
10:05 AM,152.4,24,,,,,,,
10:10 AM,162,15,1,,,,,,
10:15 AM,164.8,11,,,,,,,
10:20 AM,165.4,7,,,,,,1,
10:25 AM,161.8,6,,,,,,,
10:30 AM,162.6,3,,,,,,,
10:35 AM,162,4,,,,,,,
10:40 AM,162,5,,,,,,,
10:45 AM,160.8,4,,,,,,,
10:50 AM,160,1,,,,,,,
10:55 AM,156.8,11,,,,,,,
11:00 AM,154.8,8,,,,,,,
11:05 AM,155.2,7,,,,,,,
11:10 AM,146.8,5,,,,,,,
11:15 AM,149.2,4,,,,,,,
11:20 AM,148.2,3,,,,,,,
11:25 AM,153.6,5,,,,,,,
11:30 AM,158.6,4,,,,,,,
11:35 AM,157.8,3,,,,,,,
11:40 AM,158.8,3,,,,,,,
11:45 AM,161.8,6,,,,,,,
11:50 AM,161.8,5,,,,,,,
11:55 AM,159.4,2,,,,,,,
12:00 PM,154.8,3,,,,,,,
12:05 PM,153.4,10,,1,1,,,,
12:10 PM,156.6,6,,,,,,,
12:15 PM,155.8,9,,1,1,,,,
12:20 PM,154.6,7,,,,,,,
12:25 PM,153.4,9,,,,,,,
12:30 PM,156.4,8,,,,,,,
12:35 PM,157.2,5,,,,,,,
12:40 PM,156.8,3,,,,,,,
12:45 PM,153.2,2,,,,,,,
12:50 PM,147.8,4,,,,,,,
12:55 PM,142.6,2,,,,,,,
1:00 PM,137.2,6,,,,,,,
1:05 PM,136.2,1,,,,,,,
1:10 PM,137.6,4,,,,,,,
1:15 PM,139.4,3,,,,,,,
1:20 PM,137.8,3,,,,,,,
1:25 PM,133.6,1,,,,,,,
1:30 PM,122.2,2,,,,,,,
1:35 PM,89.6,1,,,,,,,
1:40 PM,73.4,1,,,,,,,
